OrderID,OrderDate,ShipDate,OrderStatus,CustomerID,Segment,Region,Country,City,Channel,Category,Subcategory,ProductName,Quantity,UnitPrice,UnitCost,Discount,SalesAmount,CostAmount,Profit
ORD100560,2024-10-20,2024-10-28,Completed,CUST10761,Consumer,East,Japan,Nagoya,Online,Office Supplies,Paper,Copy Paper (500),2,22.47,10.69,0.0,44.94,21.38,23.56
ORD100561,2024-10-18,2024-10-22,Returned,CUST11606,Consumer,North,USA,Los Angeles,Online,Furniture,Desk,Standing Desk,1,374.17,192.3,0.0,-374.17,192.3,-181.87
ORD100562,2023-04-30,2023-05-02,Completed,CUST11752,Consumer,West,Germany,Munich,Online,Electronics,Smartphone,Phone A,1,694.68,454.59,0.0,694.68,454.59,240.09
ORD100563,2025-04-10,2025-04-15,Completed,CUST11941,Consumer,Central,Brazil,São Paulo,Online,Electronics,Laptop,Laptop A,3,1029.27,662.44,0.1,2779.03,1987.32,791.71
ORD100564,2025-02-25,2025-03-04,Completed,CUST10410,Home Office,North,Canada,Vancouver,Online,Accessories,Charger,Fast Charger,1,26.27,17.26,0.0,26.27,17.26,9.01
ORD100565,2024-08-26,2024-09-03,Completed,CUST10750,Home Office,West,Germany,Hamburg,Online,Electronics,Laptop,Laptop A,3,1166.39,731.06,0.1,3149.25,2193.18,956.07
ORD100566,2023-02-27,2023-03-07,Cancelled,CUST12827,Consumer,Central,Mexico,Mexico City,Partner,Electronics,Smartphone,Phone A,1,680.47,454.58,0.0,0.0,454.58,0.0
ORD100567,2023-12-12,2023-12-20,Completed,CUST11819,Consumer,North,Canada,Toronto,Online,Furniture,Chair,Ergonomic Chair,2,256.86,146.17,0.0,513.72,292.34,221.38
ORD100568,2025-01-10,2025-01-13,Completed,CUST11739,Consumer,North,Canada,Toronto,Retail,Accessories,Charger,Fast Charger,2,28.36,17.07,0.05,53.88,34.14,19.74
ORD100569,2024-04-18,2024-04-22,Completed,CUST11682,Corporate,West,Germany,Munich,Partner,Office Supplies,Printer,Laser Printer,3,256.12,123.21,0.0,768.36,369.63,398.73
ORD100570,2023-04-27,2023-04-29,Completed,CUST11699,Consumer,Central,Mexico,Mexico City,Online,Office Supplies,Writing,Pen Pack,1,8.5,3.81,0.0,8.5,3.81,4.69
ORD100571,2025-04-09,2025-04-11,Completed,CUST11869,Consumer,West,UK,London,Partner,Furniture,Storage,Bookshelf,2,151.52,78.24,0.0,303.04,156.48,146.56
ORD100572,2025-03-01,2025-03-08,Completed,CUST12741,Corporate,East,Japan,Tokyo,Retail,Office Supplies,Printer,Laser Printer,2,278.3,134.43,0.05,528.77,268.86,259.91
ORD100573,2023-05-07,2023-05-08,Completed,CUST12340,Consumer,North,Canada,Vancouver,Retail,Furniture,Desk,Standing Desk,5,408.22,219.51,0.0,2041.1,1097.55,943.55
ORD100574,2024-01-28,2024-02-03,Completed,CUST10377,Home Office,Central,Mexico,Mexico City,Online,Office Supplies,Paper,Copy Paper (500),2,28.45,12.86,0.0,56.9,25.72,31.18
ORD100575,2025-06-26,2025-07-01,Completed,CUST10859,Corporate,North,USA,Los Angeles,Retail,Furniture,Storage,Bookshelf,1,137.76,75.18,0.1,123.98,75.18,48.8
ORD100576,2024-10-02,2024-10-05,Completed,CUST11139,Home Office,North,Canada,Montreal,Retail,Furniture,Chair,Ergonomic Chair,2,250.73,131.39,0.0,501.46,262.78,238.68
ORD100577,2023-02-27,2023-03-05,Completed,CUST11954,Consumer,East,Japan,Osaka,Online,Office Supplies,Writing,Pen Pack,2,8.84,3.8,0.0,17.68,7.6,10.08
ORD100578,2024-09-25,2024-09-29,Completed,CUST11033,Consumer,East,China,Shenzhen,Retail,Electronics,Laptop,Laptop A,3,1252.91,751.65,0.0,3758.73,2254.95,1503.78
ORD100579,2024-05-27,2024-06-01,Completed,CUST10134,Home Office,North,USA,Chicago,Retail,Office Supplies,Paper,Copy Paper (500),1,24.77,11.44,0.0,24.77,11.44,13.33
ORD100580,2025-01-20,2025-01-23,Completed,CUST11304,Consumer,North,Canada,Montreal,Online,Office Supplies,Paper,Copy Paper (500),1,28.56,13.31,0.0,28.56,13.31,15.25
ORD100581,2025-03-12,2025-03-20,Completed,CUST12711,Home Office,North,Canada,Toronto,Online,Office Supplies,Writing,Pen Pack,5,9.3,4.24,0.0,46.5,21.2,25.3
ORD100582,2023-04-06,2023-04-07,Completed,CUST10414,Home Office,North,USA,Los Angeles,Partner,Electronics,Laptop,Laptop B,5,908.31,608.4,0.0,4541.55,3042.0,1499.55
ORD100583,2024-09-29,2024-10-06,Completed,CUST11554,Corporate,Central,Mexico,Guadalajara,Retail,Furniture,Desk,Standing Desk,1,388.39,212.21,0.0,388.39,212.21,176.18
ORD100584,2023-04-28,2023-05-04,Completed,CUST10669 ,Consumer,North,USA,New York,Retail,Accessories,Charger,Fast Charger,1,28.2,17.09,0.0,28.2,17.09,11.11
ORD100585,2024-07-13,2024-07-20,Completed,CUST12876,Consumer,Central,Brazil,Rio de Janeiro,Online,Office Supplies,Writing,Pen Pack,1,8.21,3.69,0.1,7.39,3.69,3.7
ORD100586,2024-08-23,2024-08-30,Completed,CUST12756,Consumer,West,UK,London,Retail,Electronics,Smartphone,Phone B,1,514.12,332.98,0.0,514.12,332.98,181.14
ORD100587,2024-05-02,2024-05-04,Completed,CUST12968,Consumer,West,Germany,Berlin,Online,Electronics,Smartphone,Phone B,1,515.96,317.2,0.0,515.96,317.2,198.76
ORD100588,2023-08-25,2023-08-30,Completed,CUST10078,Consumer,West,UK,Manchester,Partner,Office Supplies,Writing,Pen Pack,1,7.98,3.83,0.0,7.98,3.83,4.15
ORD100589,2025-06-03,2025-06-08,Completed,CUST11009,Consumer,East,China,Shenzhen,Retail,Accessories,Phone Case,Case A,4,20.16,11.92,0.0,80.64,47.68,32.96
ORD100590,2025-06-15,2025-06-19,Completed,CUST10687,Consumer,East,Japan,Nagoya,Online,Accessories,Charger,Fast Charger,1,27.48,16.11,0.1,24.73,16.11,8.62
ORD100591,2023-09-29,2023-10-08,Returned,CUST11807,Consumer,Central,Brazil,,Online,Electronics,Laptop,Laptop A,2,1162.93,734.66,0.0,-2325.86,1469.32,-856.54
ORD100592,2023-07-08,2023-07-09,Cancelled,CUST10412,Consumer,West,Germany,Berlin,Online,Office Supplies,Writing,Pen Pack,2,10.33,4.56,0.0,0.0,9.12,0.0
ORD100593,2024-12-04,2024-12-10,Cancelled,CUST12533,Consumer,North,USA,Chicago,Retail,Accessories,Charger,Fast Charger,2,32.72,19.26,0.0,0.0,38.52,0.0
ORD100594,2024-03-22,2024-03-25,Completed,CUST12924,Consumer,North,Canada,Toronto,Partner,Electronics,Audio,Headphones A,2,175.97,115.5,0.0,351.94,231.0,120.94
ORD100595,2024-08-03,2024-08-11,Completed,CUST11243,Corporate,South,Australia,Sydney,Retail,Furniture,Chair,Ergonomic Chair,2,223.52,112.59,0.05,424.69,225.18,199.51
ORD100596,2025-02-28,2025-03-07,Completed,CUST11927,Consumer,North,Canada,Montreal,Online,Electronics,Smartphone,Phone B,3,457.04,284.3,0.0,1371.12,852.9,518.22
ORD100597,2025-05-10,2025-05-12,Completed,CUST10014,Consumer,Central,Mexico,Monterrey,Online,Furniture,Storage,Bookshelf,3,167.91,99.22,0.0,503.73,297.66,206.07
ORD100598,2023-09-04,2023-09-12,Completed,CUST11279,Consumer,South,India,Mumbai,Online,Office Supplies,Printer,Laser Printer,1,236.9,114.16,0.0,236.9,114.16,122.74
ORD100599,2023-03-17,2023-03-18,Completed,CUST12609,Home Office,North,USA,New York,Online,Office Supplies,Writing,Pen Pack,1,7.94,3.53,0.0,7.94,3.53,4.41
ORD100600,2023-06-03,2023-06-05,Completed,CUST10830,Consumer,East,China,Shenzhen,Online,Electronics,Smartphone,Phone B,4,548.2,400.79,0.0,2192.8,1603.16,589.64
ORD100601,2024-10-17,2024-10-18,Completed,CUST11524,Consumer,South,India,Delhi,Retail,Furniture,Chair,Ergonomic Chair,2,260.83,148.48,0.1,469.49,296.96,172.53
ORD100602,2024-03-10,2024-03-15,Completed,CUST12703,Consumer,North,USA,New York,Retail,Furniture,Chair,Ergonomic Chair,5,293.84,173.51,0.0,1469.2,867.55,601.65
ORD100603,2023-03-27,2023-03-29,Completed,CUST12263,Home Office,North,Canada,Toronto,Retail,Furniture,Storage,Bookshelf,1,156.06,86.22,0.05,148.26,86.22,62.04
ORD100604,2024-11-27,2024-12-04,Completed,CUST12703,Consumer,North,USA,Chicago,Retail,Office Supplies,Paper,Copy Paper (500),1,28.93,12.86,0.0,28.93,12.86,16.07
ORD100605,2023-10-12,2023-10-21,Completed,CUST10312,Consumer,East,Japan,Nagoya,Online,Accessories,Phone Case,Case A,2,19.38,12.18,0.0,38.76,24.36,14.4
ORD100606,2023-08-08,2023-08-11,Completed,CUST10135,Corporate,West,Germany,Hamburg,Partner,Electronics,Audio,Headphones A,1,191.79,131.63,0.0,191.79,131.63,60.16
ORD100607,2023-03-10,2023-03-14,Returned,CUST11742,Consumer,Central,Brazil,São Paulo,Online,Office Supplies,Writing,Pen Pack,2,9.94,4.41,0.1,-17.89,8.82,-9.07
ORD100608,2023-02-16,2023-02-23,Completed,CUST12062,Consumer,East,China,Shenzhen,Online,Electronics,Smartphone,Phone A,3,774.95,514.81,0.0,2324.85,1544.43,780.42
ORD100609,2023-04-04,2023-04-05,Completed,CUST12063,Home Office,West,UK,Manchester,Retail,Office Supplies,Writing,Pen Pack,2,7.86,3.02,0.0,15.72,6.04,9.68
ORD100610,2025-01-19,2025-01-23,Completed,CUST11098,Consumer,North,USA,Los Angeles,Online,Office Supplies,Paper,Copy Paper (500),1,31.19,13.58,0.0,31.19,13.58,17.61
ORD100611,2024-03-28,2024-03-29,Completed,CUST11024,Consumer,South,India,Bengaluru,Retail,Furniture,Desk,Standing Desk,3,364.81,214.97,0.05,1039.71,644.91,394.8
ORD100612,2023-07-23,2023-07-31,Completed,CUST11200,Consumer,South,India,Mumbai,Online,Electronics,Laptop,Laptop B,2,1072.6,678.54,0.05,2037.94,1357.08,680.86
ORD100613,2025-06-30,2025-07-07,Completed,CUST12253,Consumer,Central,Brazil,Brasília,Retail,Electronics,Laptop,Laptop A,2,1344.51,871.61,0.0,2689.02,1743.22,945.8
ORD100614,2023-08-06,2023-08-09,Completed,CUST11767,Consumer,South,Australia,Brisbane,Retail,Office Supplies,Paper,Copy Paper (500),2,26.36,11.79,0.0,52.72,23.58,29.14
ORD100615,2024-04-18,2024-04-24,Completed,CUST11489,Consumer,North,USA,New York,Partner,Office Supplies,Printer,Laser Printer,2,253.76,107.94,0.0,507.52,215.88,291.64
ORD100616,2024-03-07,2024-03-15,Completed,CUST12122,Corporate,Central,Mexico,Guadalajara,Online,Furniture,Chair,Ergonomic Chair,2,268.78,147.17,0.0,537.56,294.34,243.22
ORD100617,2023-12-07,2023-12-12,Completed,CUST12020,Consumer,South,India,Delhi,Retail,Accessories,Phone Case,Case A,2,18.05,10.72,0.0,36.1,21.44,14.66
ORD100618,2024-07-04,2024-07-06,Completed,CUST12631,Consumer,North,Canada,Toronto,Online,Accessories,Charger,Fast Charger,3,25.83,14.79,0.0,77.49,44.37,33.12
ORD100619,2024-09-03,2024-09-07,Completed,CUST11861,Consumer,East,Japan,Nagoya,Online,Electronics,Smartphone,Phone A,1,704.69,454.74,0.1,634.22,454.74,179.48
ORD100620,2023-10-16,2023-10-21,Completed,CUST11831,Consumer,East,Japan,Nagoya,Retail,Electronics,Laptop,Laptop A,2,1183.71,724.14,0.0,2367.42,1448.28,919.14
ORD100621,2023-09-11,2023-09-13,Returned,CUST10345,Corporate,Central,Brazil,São Paulo,Online,Electronics,Smartphone,Phone B,2,462.5,299.89,0.0,-925.0,599.78,-325.22
ORD100622,2025-01-03,2025-01-04,Completed,CUST11637,Consumer,West,Germany,Munich,Online,Office Supplies,Printer,Laser Printer,1,273.62,122.67,0.05,259.94,122.67,137.27
ORD100623,2023-12-23,2023-12-28,Completed,CUST11293,Consumer,North,Canada,Toronto,Online,Accessories,Charger,Fast Charger,4,26.01,17.15,0.0,104.04,68.6,35.44
ORD100624,2023-01-23,2023-01-30,Completed,CUST10091,Home Office,East,China,Beijing,Online,Office Supplies,Writing,Pen Pack,1,8.92,3.85,0.0,8.92,3.85,5.07
ORD100625,2025-01-31,2025-02-07,Completed,CUST11825,Consumer,South,Australia,Melbourne,Retail,Electronics,Laptop,Laptop A,1,1216.44,822.77,0.0,1216.44,822.77,393.67
ORD100626,2024-06-05,2024-06-14,Returned,CUST12032,Consumer,South,Australia,Sydney,Retail,Accessories,Charger,Fast Charger,2,29.72,16.54,0.0,-59.44,33.08,-26.36
ORD100627,2025-01-27,2025-01-31,Completed,CUST10592,Home Office,North,USA,Chicago,Retail,Electronics,Smartphone,Phone B,1,544.14,397.24,0.0,544.14,397.24,146.9
ORD100628,2025-04-16,2025-04-23,Completed,CUST10952,Consumer,South,India,Bengaluru,Online,Electronics,Laptop,Laptop B,3,881.74,584.49,0.15,2248.44,1753.47,494.97
ORD100629,2023-04-10,2023-04-19,Completed,CUST12617,Consumer,East,China,Beijing,Online,Electronics,Smartphone,Phone B,2,395.07,259.87,0.0,790.14,519.74,270.4
ORD100630,2025-03-12,2025-03-13,Completed,CUST11484,Home Office,North,USA,New York,Online,Electronics,Smartphone,Phone A,1,677.37,453.77,0.1,609.63,453.77,155.86
ORD100631,2023-06-29,2023-07-08,Completed,CUST11757,Home Office,East,China,Shanghai,Online,Furniture,Chair,Ergonomic Chair,5,263.46,145.37,0.0,1317.3,726.85,590.45
ORD100632,2023-08-11,2023-08-15,Completed,CUST12304,Consumer,North,USA,New York,Online,Office Supplies,Paper,Copy Paper (500),1,28.67,12.63,0.0,28.67,12.63,16.04
ORD100633,2025-06-24,2025-06-26,Completed,CUST12917,Corporate,North,Canada,Montreal,Partner,Furniture,Storage,Bookshelf,2,147.37,77.26,0.0,294.74,154.52,140.22
ORD100634,2025-01-31,2025-02-06,Completed,CUST10115,Home Office,Central,Mexico,Guadalajara,Online,Office Supplies,Paper,Copy Paper (500),3,30.22,13.74,0.0,90.66,41.22,49.44
ORD100635,2024-10-20,2024-10-29,Completed,CUST10582,Consumer,West,UK,London,Online,Office Supplies,Paper,Copy Paper (500),2,30.53,14.6,0.0,61.06,29.2,31.86
ORD100636,2024-03-17,2024-03-20,Completed,CUST11069,Corporate,East,China,Shenzhen,Online,Electronics,Smartphone,Phone B,5,427.69,252.05,0.0,2138.45,1260.25,878.2
ORD100637,2024-08-30,2024-09-05,Completed,CUST11737 ,Consumer,South,Australia,Sydney,Partner,Office Supplies,Writing,Pen Pack,4,8.99,4.49,0.0,35.96,17.96,18.0
ORD100638,2025-02-07,2025-02-14,Completed,CUST10805,Consumer,North,Canada,Toronto,Retail,Accessories,Charger,Fast Charger,5,28.55,16.39,0.0,142.75,81.95,60.8
ORD100639,2023-11-21,2023-11-22,Completed,CUST11690,Consumer,North,Canada,Vancouver,Partner,Electronics,Laptop,Laptop A,1,1206.21,796.15,0.05,1145.9,796.15,349.75
ORD100640,2024-05-30,2024-06-03,Completed,CUST11402,Consumer,North,Canada,Toronto,Retail,Furniture,Storage,Bookshelf,2,125.52,66.54,0.15,213.38,133.08,80.3
ORD100641,2023-01-16,2023-01-25,Completed,CUST10702,Consumer,West,UK,Manchester,Retail,Accessories,Phone Case,Case A,4,21.01,12.57,0.0,84.04,50.28,33.76
ORD100642,2025-03-02,2025-03-08,Completed,CUST11090,Consumer,South,Australia,Melbourne,Online,Furniture,Storage,Bookshelf,5,149.08,83.34,0.0,745.4,416.7,328.7
ORD100643,2023-12-02,2023-12-11,Completed,CUST11297,Consumer,South,India,Mumbai,Online,Electronics,Laptop,Laptop A,5,1239.77,798.68,0.0,6198.85,3993.4,2205.45
ORD100644,2025-01-28,2025-02-03,Returned,CUST12616,Consumer,North,USA,Los Angeles,Retail,Electronics,Laptop,Laptop A,4,1368.39,897.39,0.0,-5473.56,3589.56,-1884.0
ORD100645,2023-09-15,2023-09-17,Completed,CUST10641,Home Office,North,USA,Los Angeles,Retail,Accessories,Phone Case,Case A,3,19.66,11.86,0.1,53.08,35.58,17.5
ORD100646,2024-05-11,2024-05-18,Completed,CUST10275,Consumer,East,Japan,Osaka,Retail,Furniture,Chair,Ergonomic Chair,1,218.33,123.46,0.0,218.33,123.46,94.87
ORD100647,2025-06-14,2025-06-19,Completed,CUST10535,Corporate,West,Germany,Munich,Online,Electronics,Smartphone,Phone A,1,694.17,462.39,0.05,659.46,462.39,197.07
ORD100648,2023-06-09,2023-06-17,Cancelled,CUST10905,Consumer,Central,Brazil,São Paulo,Online,Electronics,Laptop,Laptop B,1,947.54,549.14,0.0,0.0,549.14,0.0
ORD100649,2024-04-19,2024-04-23,Completed,CUST11989,Home Office,South,Australia,Melbourne,Online,Electronics,Smartphone,Phone A,1,702.17,448.78,0.05,667.06,448.78,218.28
ORD100650,2025-05-01,2025-05-04,Completed,CUST11619,Home Office,West,UK,London,Retail,Electronics,Laptop,Laptop A,1,1362.72,945.05,0.1,1226.45,945.05,281.4
ORD100651,2024-10-25,2024-11-01,Completed,CUST10088,Consumer,North,USA,Chicago,Online,Office Supplies,Writing,Pen Pack,1,8.38,3.93,0.05,7.96,3.93,4.03
ORD100652,2025-06-26,2025-06-30,Cancelled,CUST11409,Consumer,East,Japan,Tokyo,Retail,Electronics,Audio,Headphones A,1,218.82,134.3,0.0,0.0,134.3,0.0
ORD100653,2024-11-20,2024-11-24,Completed,CUST10118,Consumer,East,China,Shanghai,Retail,Accessories,Phone Case,Case A,5,20.28,11.94,0.0,101.4,59.7,41.7
ORD100654,2024-11-05,2024-11-06,Completed,CUST11989,Consumer,North,Canada,Vancouver,Online,Electronics,Audio,Headphones A,1,200.41,128.78,0.1,180.37,128.78,51.59
ORD100655,2024-01-15,2024-01-22,Completed,CUST11146,Consumer,East,Japan,Nagoya,Online,Office Supplies,Printer,Laser Printer,1,255.6,113.61,0.0,255.6,113.61,141.99
ORD100656,2024-06-28,2024-07-06,Completed,CUST11602,Consumer,East,Japan,Nagoya,Retail,Electronics,Laptop,Laptop B,3,828.68,534.3,0.0,2486.04,1602.9,883.14
ORD100657,2025-07-17,2025-07-25,Completed,CUST12285,Consumer,South,Australia,Sydney,Partner,Electronics,Laptop,Laptop A,4,1169.53,740.8,0.1,4210.31,2963.2,1247.11
ORD100658,2024-11-21,2024-11-30,Completed,CUST12792,Consumer,East,Japan,Nagoya,Online,Electronics,Audio,Headphones A,1,208.19,128.77,0.0,208.19,128.77,79.42
ORD100659,2024-03-02,2024-03-03,Completed,CUST10877,Consumer,North,USA,Los Angeles,Online,Office Supplies,Printer,Laser Printer,1,246.03,122.49,0.0,246.03,122.49,123.54
ORD100660,2024-09-04,2024-09-07,Completed,CUST12519,Consumer,West,UK,London,Retail,Electronics,Laptop,Laptop B,1,903.33,592.52,0.0,903.33,592.52,310.81
ORD100661,2023-09-25,2023-09-26,Completed,CUST12252,Home Office,East,Japan,Osaka,Online,Furniture,Storage,Bookshelf,1,160.83,87.5,0.0,160.83,87.5,73.33
ORD100662,2025-04-14,2025-04-16,Completed,CUST10132,Consumer,North,Canada,Vancouver,Online,Electronics,Laptop,Laptop B,1,761.83,513.8,0.0,761.83,513.8,248.03
ORD100663,2024-07-30,2024-08-02,Completed,CUST11026,Consumer,Central,Mexico,Guadalajara,Online,Office Supplies,Printer,Laser Printer,2,256.36,106.37,0.0,512.72,212.74,299.98
ORD100664,2024-02-21,2024-02-26,Completed,CUST11982,Consumer,South,Australia,Melbourne,Retail,Accessories,Phone Case,Case A,4,21.7,13.38,0.0,86.8,53.52,33.28
ORD100665,2023-06-17,2023-06-24,Completed,CUST12433,Corporate,Central,Mexico,Monterrey,Online,Furniture,Storage,Bookshelf,2,144.51,73.66,0.0,289.02,147.32,141.7
ORD100666,2025-04-21,2025-04-28,Completed,CUST12751,Consumer,North,Canada,Toronto,Retail,Furniture,Chair,Ergonomic Chair,1,224.21,125.55,0.0,224.21,125.55,98.66
ORD100667,2023-02-12,2023-02-21,Completed,CUST11073,Consumer,North,USA,Los Angeles,Online,Accessories,Phone Case,Case A,1,18.41,10.57,0.05,17.49,10.57,6.92
ORD100668,2024-07-09,2024-07-18,Completed,CUST12220,Consumer,West,Germany,Munich,Online,Office Supplies,Printer,Laser Printer,1,218.78,101.9,0.0,218.78,101.9,116.88
ORD100669,2023-10-12,2023-10-21,Completed,CUST10491,Corporate,Central,Mexico,Mexico City,Online,Electronics,Audio,Headphones A,1,202.59,149.18,0.1,182.33,149.18,33.15
ORD100670,2024-02-01,2024-02-07,Completed,CUST11686,Consumer,North,USA,Los Angeles,Online,Electronics,Laptop,Laptop B,2,893.7,585.38,0.0,1787.4,1170.76,616.64
ORD100671,2023-01-12,2023-01-17,Completed,CUST11488,Consumer,West,Germany,Berlin,Retail,Electronics,Laptop,Laptop B,5,921.92,554.47,0.1,4148.64,2772.35,1376.29
ORD100672,2024-08-29,2024-09-05,Completed,CUST10150,Consumer,North,Canada,Toronto,Partner,Accessories,Phone Case,Case A,1,18.8,10.91,0.0,18.8,10.91,7.89
ORD100673,2023-10-29,2023-11-03,Completed,CUST12932,Corporate,West,Germany,Hamburg,Retail,Electronics,Laptop,Laptop B,5,913.09,603.69,0.0,4565.45,3018.45,1547.0
ORD100674,2025-06-16,2025-06-19,Completed,CUST10742,Consumer,East,China,Beijing,Online,Office Supplies,Printer,Laser Printer,5,257.97,123.45,0.0,1289.85,617.25,672.6
ORD100675,2023-09-10,2023-09-17,Completed,CUST11002,Consumer,West,Germany,Berlin,Retail,Accessories,Charger,Fast Charger,1,26.22,14.85,0.05,24.91,14.85,10.06
ORD100676,2024-05-13,2024-05-21,Completed,CUST10012,Consumer,South,Australia,,Retail,Accessories,Charger,Fast Charger,1,29.8,19.55,0.1,26.82,19.55,7.27
ORD100677,2025-01-23,2025-01-25,Completed,CUST11870,Consumer,Central,Brazil,Rio de Janeiro,Online,Office Supplies,Writing,Pen Pack,1,10.04,4.66,0.15,8.53,4.66,3.87
ORD100678,2023-02-04,2023-02-11,Completed,CUST10582,Consumer,South,Australia,Sydney,Partner,Electronics,Laptop,Laptop B,2,829.83,539.1,0.0,1659.66,1078.2,581.46
ORD100679,2024-12-27,2024-12-31,Completed,CUST10493,Home Office,South,India,Mumbai,Retail,Accessories,Phone Case,Case A,1,19.47,12.19,0.0,19.47,12.19,7.28
ORD100680,2025-04-28,2025-05-02,Completed,CUST12979,Consumer,Central,Brazil,Brasília,Partner,Office Supplies,Writing,Pen Pack,1,9.93,4.19,0.0,9.93,4.19,5.74
ORD100681,2023-03-31,2023-04-01,Completed,CUST12720,Consumer,North,Canada,Montreal,Retail,Accessories,Charger,Fast Charger,5,26.32,15.07,0.0,131.6,75.35,56.25
ORD100682,2025-02-14,2025-02-18,Completed,CUST10063,Consumer,East,Japan,Nagoya,Retail,Office Supplies,Paper,Copy Paper (500),1,30.85,12.93,0.0,30.85,12.93,17.92
ORD100683,2024-08-27,2024-09-03,Completed,CUST12071,Consumer,East,Japan,Nagoya,Retail,Furniture,Chair,Ergonomic Chair,1,244.58,149.59,0.0,244.58,149.59,94.99
ORD100684,2025-07-10,2025-07-13,Completed,CUST10781,Consumer,North,USA,New York,Retail,Office Supplies,Paper,Copy Paper (500),3,31.35,14.12,0.0,94.05,42.36,51.69
ORD100685,2024-08-24,2024-08-30,Completed,CUST10840,Consumer,South,India,Delhi,Retail,Accessories,Charger,Fast Charger,4,27.09,16.4,0.0,108.36,65.6,42.76
ORD100686,2024-02-22,2024-02-28,Completed,CUST11916,Consumer,South,India,Delhi,Retail,Furniture,Desk,Standing Desk,1,398.71,231.71,0.0,398.71,231.71,167.0
ORD100687,2023-04-25,2023-05-01,Completed,CUST12060,Consumer,West,Germany,Munich,Online,Accessories,Phone Case,Case A,1,16.69,9.3,0.0,16.69,9.3,7.39
ORD100688,2024-09-08,2024-09-13,Completed,CUST12567,Consumer,South,India,Bengaluru,Online,Office Supplies,Paper,Copy Paper (500),3,30.01,12.96,0.0,90.03,38.88,51.15
ORD100689,2025-06-21,2025-06-29,Completed,CUST12530,Consumer,South,India,Bengaluru,Online,Electronics,Laptop,Laptop A,3,1242.04,821.6,0.1,3353.51,2464.8,888.71
ORD100690,2023-07-15,2023-07-21,Completed,CUST10796,Consumer,East,Japan,Tokyo,Partner,Furniture,Storage,Bookshelf,10,155.45,92.71,0.1,1399.05,927.1,471.95
ORD100691,2025-04-05,2025-04-09,Completed,CUST10821,Corporate,East,China,Shenzhen,Retail,Electronics,Laptop,Laptop A,1,1246.15,845.93,0.0,1246.15,845.93,400.22
ORD100692,2024-05-15,2024-05-19,Completed,CUST11057,Consumer,South,Australia,Sydney,Online,Electronics,Smartphone,Phone A,3,693.91,459.08,0.0,2081.73,1377.24,704.49
ORD100693,2024-09-17,2024-09-25,Completed,CUST11303,Home Office,West,Germany,Berlin,Online,Accessories,Charger,Fast Charger,1,25.57,15.54,0.0,25.57,15.54,10.03
ORD100694,2024-05-07,2024-05-14,Completed,CUST11124,Consumer,South,Australia,Melbourne,Online,Accessories,Charger,Fast Charger,5,31.3,19.84,0.0,156.5,99.2,57.3
ORD100695,2023-03-16,2023-03-18,Completed,CUST10360,Consumer,North,USA,Chicago,Retail,Office Supplies,Paper,Copy Paper (500),1,28.91,12.38,0.0,28.91,12.38,16.53
ORD100696,2024-02-17,2024-02-22,Completed,CUST11162,Home Office,West,UK,Birmingham,Online,Accessories,Phone Case,Case A,1,19.6,11.94,0.0,19.6,11.94,7.66
ORD100697,2024-01-11,2024-01-13,Completed,CUST12467,Consumer,North,Canada,Toronto,Retail,Electronics,Audio,Headphones A,1,196.05,130.42,0.0,196.05,130.42,65.63
ORD100698,2024-02-24,2024-03-04,Completed,CUST11399,Consumer,Central,Mexico,Guadalajara,Online,Electronics,Smartphone,Phone B,1,577.19,370.22,0.0,577.19,370.22,206.97
ORD100699,2024-12-29,2025-01-04,Completed,CUST11242,Consumer,East,China,Beijing,Online,Office Supplies,Paper,Copy Paper (500),1,27.68,12.37,0.0,27.68,12.37,15.31
ORD100700,2023-10-04,2023-10-10,Completed,CUST10196,Consumer,North,USA,New York,Online,Furniture,Chair,Ergonomic Chair,1,236.93,119.82,0.0,236.93,119.82,117.11
ORD100701,2025-01-30,2025-02-07,Completed,CUST10310,Corporate,North,USA,New York,Retail,Accessories,Charger,Fast Charger,1,25.38,14.81,0.0,25.38,14.81,10.57
ORD100702,2024-11-06,2024-11-08,Completed,CUST10857,Corporate,South,Australia,Brisbane,Online,Office Supplies,Paper,Copy Paper (500),1,29.26,11.61,0.05,27.8,11.61,16.19
ORD100703,2024-01-29,2024-01-30,Returned,CUST10676,Consumer,Central,Mexico,Monterrey,Online,Office Supplies,Writing,Pen Pack,3,10.34,4.81,0.0,-31.02,14.43,-16.59
ORD100704,2025-05-18,2025-05-24,Completed,CUST10564,Home Office,West,UK,Birmingham,Partner,Electronics,Smartphone,Phone A,1,705.99,461.74,0.0,705.99,461.74,244.25
ORD100705,2024-04-01,2024-04-07,Completed,CUST10952,Consumer,North,Canada,Vancouver,Retail,Accessories,Charger,Fast Charger,3,29.53,17.6,0.1,79.73,52.8,26.93
ORD100706,2025-07-08,2025-07-17,Returned,CUST10881,Consumer,East,Japan,Nagoya,Partner,Electronics,Laptop,Laptop B,3,968.99,637.99,0.0,-2906.97,1913.97,-993.0
ORD100707,2023-07-11,2023-07-16,Completed,CUST11150,Corporate,Central,Mexico,Guadalajara,Online,Electronics,Smartphone,Phone A,1,708.06,467.17,0.0,708.06,467.17,240.89
ORD100708,2025-01-08,2025-01-12,Completed,CUST10333,Corporate,West,Germany,Munich,Retail,Electronics,Smartphone,Phone A,1,766.06,489.36,0.0,766.06,489.36,276.7
